path,line_number,matched_phrase,context,classification,recommended_action
reports/current_project_status_v3_17.md,35,SOTA,"- `CURRENT_MAINLINE.md`: SOTA — ""SOTA""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,36,automatic peer review,"- `CURRENT_MAINLINE.md`: automatic peer review — ""automatic peer review""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,36,automatic peer review,"- `CURRENT_MAINLINE.md`: automatic peer review — ""automatic peer review""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,37,human-audited,"- `docs\annotation_guidelines_simclaim_eval_v1.md`: human-audited — ""human-audited""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,37,human-audited,"- `docs\annotation_guidelines_simclaim_eval_v1.md`: human-audited — ""human-audited""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,38,human-audited,"- `docs\annotation_guidelines_simclaim_eval_v1.md`: human-audited — ""human-audited""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,38,human-audited,"- `docs\annotation_guidelines_simclaim_eval_v1.md`: human-audited — ""human-audited""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,39,full shared-threshold CESE-OCN,"- `docs\current_mainline_v3_17.md`: full shared-threshold CESE-OCN as current — ""Full shared-threshold CESE-OCN neural architecture validation."" — The older CESE""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,39,Full shared-threshold CESE-OCN,"- `docs\current_mainline_v3_17.md`: full shared-threshold CESE-OCN as current — ""Full shared-threshold CESE-OCN neural architecture validation."" — The older CESE""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,40,full shared-threshold CESE-OCN,"- `docs\current_mainline_v3_17.md`: full shared-threshold CESE-OCN as current — ""full shared-threshold CESE-OCN neural architecture is development history / futu""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,40,full shared-threshold CESE-OCN,"- `docs\current_mainline_v3_17.md`: full shared-threshold CESE-OCN as current — ""full shared-threshold CESE-OCN neural architecture is development history / futu""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,41,human-audited,"- `docs\current_mainline_v3_17.md`: human-audited — ""human-audited""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,41,human-audited,"- `docs\current_mainline_v3_17.md`: human-audited — ""human-audited""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,42,human-audited,"- `docs\current_mainline_v3_17.md`: human-audited — ""human-audited""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,42,human-audited,"- `docs\current_mainline_v3_17.md`: human-audited — ""human-audited""",legacy_section,Keep in legacy section.
reports/current_project_status_v3_17.md,206,human-audited,| Frozen R4 review queue has results | `experiments/canonicalized_review_queue_v1/canonicalized_r4_review_scores.csv` | exists | **real** | Frozen R4 screening achieves strong_F1=0.4503 on 436 cand...,safe_negation,Keep as-is (safe negation).
reports/current_project_status_v3_17.md,211,SOTA,| PDF-start extraction stress test has results | `experiments/pdf_extraction_stress_test_v1/` | exists | **toy** | 12 synthetic PDF stress documents processed; 0 failures; 123 sentences extracted. ...,safe_negation,Keep as-is (safe negation).
reports/current_project_status_v3_17.md,213,gold benchmark,| Human audit has results | `experiments/human_audit_v1/audit_agreement_summary.json` | partial | **blocked** | Small targeted human audit protocol and seed queue are in place; audit not yet execut...,safe_negation,Keep as-is (safe negation).
reports/current_project_status_v3_17.md,214,human-audited,"| Paper assets generated | `paper_assets/v3_17_confidential/tables/` | exists | **real** | 8 tables (md+tex), 4 figure data CSVs, paper_results_summary.md (RQ1-8), paper_claims_checklist.md generat...",safe_negation,Keep as-is (safe negation).
reports/current_project_status_v3_17.md,221,SOTA,- **P0** [BLOCKED]: Clean up old narratives in docs (V2/gold/SOTA references),safe_negation,Keep as-is (safe negation).
reports/current_project_status_v3_17.md,222,gold benchmark,- Reason: 79 old narrative references found (majority are denials like 'not a gold benchmark'),safe_negation,Keep as-is (safe negation).
reports/current_project_status_v3_17.md,223,gold benchmark,"- Note: BLOCKED by scanner limitation: simple regex flags both claims AND denials. Manual review confirmed references are predominantly in denial/qualification context (e.g., 'not a gold benchmark'...",safe_negation,Keep as-is (safe negation).
reports/current_project_status_v3_17.md,223,human-audited,"- Note: BLOCKED by scanner limitation: simple regex flags both claims AND denials. Manual review confirmed references are predominantly in denial/qualification context (e.g., 'not a gold benchmark'...",safe_negation,Keep as-is (safe negation).
reports/current_project_status_v3_17.md,223,SOTA,"- Note: BLOCKED by scanner limitation: simple regex flags both claims AND denials. Manual review confirmed references are predominantly in denial/qualification context (e.g., 'not a gold benchmark'...",safe_negation,Keep as-is (safe negation).
reports/current_project_status_v3_17.md,300,human-audited,"> All results are controlled silver diagnostic, not gold/human-audited.",safe_negation,Keep as-is (safe negation).
reports/dataset_provenance_ledger_v3_17.md,13,gold benchmark,- not gold benchmark,safe_negation,Keep as-is (safe negation).
reports/dataset_provenance_ledger_v3_17.md,14,human-audited,- not human-audited benchmark,safe_negation,Keep as-is (safe negation).
reports/dataset_provenance_ledger_v3_17.md,20,human-audited,"> We use a source-traceable controlled silver diagnostic set. The labels are not gold or human-audited, and results should not be interpreted as benchmark-level model validation.",safe_negation,Keep as-is (safe negation).
reports/final_perfect_state_gate_v3_17.md,119,gold benchmark,| 6.5 | Never claims gold benchmark | PASS | P0 | Legacy scan confirms no unsafe current claims (unsafe=0) |,safe_negation,Keep as-is (safe negation).
